"Aggregated: Adapter Connections","Aggregated: Preferred Host Name","Aggregated: Preferred IPs","Aggregated: Preferred MAC Address","Aggregated: Preferred OS: Type and Distribution"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS206DA09ADMXCO","10.188.92.66","D8:BB:C1:BA:3C:D3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF87A6109ADMXCO","10.188.95.60","00:D8:61:62:54:AD","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNJE21907ADMXCO","10.188.75.233","D8:BB:C1:EE:4F:1C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH9E05E04ADMXCO","10.188.42.50","E0:BE:03:4D:CF:EB","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEA1197C8ADMXCO","10.188.82.113","10:E7:C6:B3:E6:A8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN92F9B07ALMXCO","10.188.71.34
192.168.56.1","0A:00:27:00:00:12
90:2E:16:70:99:49","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCB108E68ADMXC0","10.188.89.79","FC:3F:DB:06:8B:93","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VND3CE407ADMXCO","10.188.71.22","8C:DC:D4:4B:31:CE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","KIOSCOTEST","10.188.92.98","50:AF:73:44:8C:A5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI6FCAB08ADMXCO","10.188.82.55","04:7C:16:9E:B9:35","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNR117F507ALMXC","10.188.72.11","90:2E:16:70:93:43","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF21104709ADMXC","10.188.91.120","04:7C:16:9E:B6:03","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC1095403ADMXC","10.188.32.145","D8:BB:C1:80:0F:D8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC2EEFD14ALMXCO","10.188.220.37","E8:BF:B8:11:6D:C2","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VES1032914ALMXC","10.188.141.25","84:BA:59:63:63:68","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIK10CFF8ADMXCO","10.188.82.49","10:E7:C6:B3:E6:D4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI7111BD8ADMXCO","10.188.85.41","04:7C:16:9E:B6:BF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOEF01811ADMXCO","10.188.112.68","04:7C:16:9E:12:3A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPD3C6F06ALMXC0","10.188.62.82","90:2E:16:67:14:96","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOF25F905ALMXCO","10.188.51.56","84:A9:38:39:35:14","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEZ10D1A11ALMXC","10.188.111.113","84:BA:59:38:AD:76","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP0G03N08XLMXCO","10.188.61.17","8C:8C:AA:24:EE:22","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP0G03M08XLMXCO","10.188.61.14","84:A9:38:3F:79:96","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC244903ADMXCO","10.188.35.59","D8:BB:C1:7F:D9:F1","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNN1E9E05ADMXCO","10.188.51.11","04:7C:16:9E:B8:68","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDUF31ALMXCO","10.188.122.44","B4:B6:86:8D:0B:D4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK3DF706ALMXCO","10.188.48.84","6C:24:08:A1:58:32","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF86D3715ADMXCO","10.188.155.35","00:D8:61:62:55:A4","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO203D810ADMXC0","10.188.101.60","E0:BE:03:4D:D0:61","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1E4A06ADMXCO","10.188.48.50","E0:BE:03:4D:D5:4F","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEQ3B0C05ALMXCO","10.188.222.32","E8:BF:B8:11:6D:E0","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKG01E08XLMXC0","10.188.205.142","BC:6E:E2:F1:FC:BB","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOA982111ADMXCO","10.188.111.52","D8:BB:C1:7F:DA:FF","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIE7FD208ALMXCO","10.253.41.100","80:38:FB:3F:48:A5","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIK10A298ADMXCO","10.188.81.198","10:E7:C6:B3:E8:17","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VISEFBB08ALMXCO","10.188.223.96
10.188.85.60","10:5F:AD:F8:30:9A
F4:A8:0D:E0:43:5C","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIEFCA008ALMXCO","10.188.87.92","90:2E:16:74:08:B1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VB3E4C616ALMXCO","10.188.162.63","84:BA:59:38:AA:34","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK39FF06ADMXCO","10.188.48.145","04:7C:16:9E:BC:BC","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1120906ADMXC","10.188.48.163","04:7C:16:9E:B5:2B","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI9C5E608GLMXCO","10.188.81.143","98:FA:9B:17:60:C9","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VAZ136E16ALMXCO","10.188.162.176","F8:75:A4:C1:CC:98","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC120703ADMXCO","10.188.31.32","00:D8:61:62:55:DA","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKD53506ALMXCO","10.188.48.229","6C:24:08:AE:99:F1","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK928006ADMXCO","10.188.61.33","04:7C:16:9E:B2:9C","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X90293303ADMXC0","10.188.32.147","6C:4B:90:BA:3E:D3","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK414006ADMXCO","10.188.48.26","04:7C:16:9E:B4:0C","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF50006ALMXCO","10.188.48.138","84:BA:59:38:AE:1B","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK10E4706ALMXC","10.188.48.149","84:BA:59:38:AB:9A","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKB8DC06ALMXCO","10.188.48.143","84:BA:59:38:AC:10","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI0F3F208ADMXC0","10.188.81.49","00:D8:61:62:56:12","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIMFC7F08ADMXCO","10.188.81.95","04:7C:16:9E:B9:50","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOF1A1105ALMXCO","10.55.221.187
192.168.1.69","52:84:53:02:A9:AC","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VPK116AC06ALMXC","10.188.204.53","E8:BF:B8:11:6F:3E","Windows 11"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF65106ALMXCO","10.188.48.252","84:BA:59:38:AB:EA","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKFE4506ALMXCO","10.188.48.203","84:BA:59:38:AD:BD","Windows 11"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VPK113B606ALMXC","10.188.48.147","84:BA:59:38:AD:35","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKFC1706ALMXCO","10.188.48.129","84:BA:59:38:AB:9E","Windows 11"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VPK113F306ALMXC","10.188.205.214","E8:BF:B8:11:65:93","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01A1006ADMXCO","10.188.62.19
172.17.208.1","00:15:5D:64:49:BF
8C:DC:D4:2B:07:29","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPM5A6F06LAMXCO","10.188.65.81","8C:8C:AA:BC:93:F1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFD13F508GLMXCO","10.188.81.101","E8:6A:64:11:73:49","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP5FDBC06ALMXCO","10.188.224.86","9C:DA:3E:AD:8C:07","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI5XXBU08ADMXCO","10.188.81.227","6C:4B:90:B3:8C:26","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKFBE006ALMXCO","10.188.48.13","6C:24:08:A1:3F:18","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK109EB06ADMXC","10.188.48.120","04:7C:16:9E:BC:53","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1142806ADMXC","10.188.48.94","04:7C:16:9E:B3:C5","Windows 11"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VNC45FA07ALMXCO","10.188.213.117","E8:BF:B8:11:64:80","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1EB706ADMXCO","10.188.48.107","D8:BB:C1:80:0E:F3","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKC62906ALMXCO","10.188.204.242","E8:BF:B8:11:6E:EE","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK2B1B06ALMXCO","10.188.48.58","6C:24:08:AF:91:89","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK110D006ADMXC","10.188.48.16","D8:BB:C1:80:0E:D9","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPKE66A06ADMXCO","10.188.48.40","04:7C:16:9E:BC:5A","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC150803ADMXCO","10.188.31.92","D8:BB:C1:7A:A6:F8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK27F606ADMXCO","10.188.48.66","04:7C:16:9E:B8:1F","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKC99206ALMXCO","10.188.48.238","84:A9:38:39:39:42","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOD637910ADMXCO","10.188.107.73","04:7C:16:9E:B4:12","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI510A318ADMXCO","10.188.82.170","00:D8:61:62:57:0E","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0244815AGMXCO","10.188.216.62","D4:E9:8A:70:C9:84","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI959CE08ADMXCO","10.188.81.181","04:7C:16:9E:B9:25","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEC112BD05ALMXC","10.253.178.175","58:96:1D:92:98:39","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK10FA206ADMXC","10.188.48.89","04:7C:16:9E:B8:EC","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEV1140F11ALMXC","192.168.0.107","D4:D2:52:AD:76:04","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF6FB06ADMXCO","10.188.61.104","E0:BE:03:1E:15:6C","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF62406ADMXCO","10.188.48.157","E0:BE:03:1E:15:74","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIMFCA708GLMXCO","10.188.86.11","8C:16:45:FF:54:E7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK10F2F06ADMXC","10.188.48.127","04:7C:16:9E:B9:86","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF6F906ADMXCO","10.188.48.113","04:7C:16:9E:BC:A4","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1173F06ADMXC","10.188.65.72","04:7C:16:9E:BC:B0","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIIE4CE07ALMXCO","10.188.71.37","B4:B6:86:8D:7C:7C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKE44106ADMXCO","10.188.48.144","E0:BE:03:1E:16:AE","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF74406ADMXCO","10.188.48.81","04:7C:16:9E:B6:4C","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1F0406ADMXCO","10.188.48.27","04:7C:16:9E:B9:B4","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH10CA204ALMXCO","10.188.221.212","D4:E9:8A:6E:D9:44","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK410A06ADMXCO","10.188.48.153","04:7C:16:9E:B7:E5","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK2A0606ADMXCO","10.188.48.74","04:7C:16:9E:B6:5E","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VING09J08XLMXCO","10.188.81.16","E8:6A:64:C3:CE:57","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKE48906ADMXCO","10.188.48.119","04:7C:16:9E:B8:42","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK2E8906ADMXCO","10.188.48.122","04:7C:16:9E:B8:0B","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK65DE06ADMXCO","10.188.61.47","04:7C:16:9E:B9:C6","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS1EF7C09ALMXCO","10.188.95.146","8C:8C:AA:BC:7F:21","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKDF9C06ADMXCO","10.188.48.251","04:7C:16:9E:B8:06","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK4DFE06ADMXCO","10.188.48.123","04:7C:16:9E:B8:81","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF48E06ADMXCO","10.188.48.124","04:7C:16:9E:B7:9A","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKAC7406ADMXCO","10.188.48.38","04:7C:16:9E:B7:EE","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI1FC6E08ALMXCO","10.188.131.111","98:FA:9B:99:5F:77","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK3CC806ADMXCO","10.188.48.32","04:7C:16:9E:B8:11","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1EB706ALMXCO","10.188.224.222","E4:A4:71:A6:BA:58","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI5FCA308ALMXCO","10.188.217.202
192.168.227.1","00:15:5D:AB:3A:40
48:89:E7:29:72:C8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK202006ADMXCO","10.188.61.87","04:7C:16:9E:B8:32","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2107CC8ADMXCO","10.188.82.210","64:51:06:5F:F4:A4","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","RADIOM-IRPHQK1I","10.188.81.147
172.24.32.1","00:15:5D:A8:9B:F1
B8:AE:ED:2A:4F:57","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAST07DMX09","10.188.200.26","8C:DC:D4:2A:92:F6","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","VY4ED4A06ALMXCO","10.188.62.10
192.168.162.1
192.168.56.1
192.168.65.1","00:50:56:C0:00:01
00:50:56:C0:00:08
0A:00:27:00:00:1E
14:58:D0:19:BC:06","Windows 7"
"cisco_adapter
paloalto_xdr_adapter","VU0A1AB12ALMXCO","10.188.223.94","A0:51:0B:41:66:99","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","RADIOM-0LISR7T9","10.188.200.72","90:B1:1C:73:30:35","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","VS2DSIF09ADMXC0","10.188.92.68","8C:DC:D4:53:E7:FA","Windows 7"
"cisco_adapter
paloalto_xdr_adapter","ADINFRH","10.188.42.65","74:46:A0:A9:4B:B9","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","VC85F3214ALMXC0","10.188.221.153","F8:4D:89:7D:EE:9A","OS X 13.2.1"
"active_directory_adapter
cisco_adapter","VIHG01I08ADMXCO","10.188.87.172","8C:DC:D4:4B:32:D4","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","XOQA4FES4ADMXO9","10.188.200.130","A0:48:1C:A7:FD:37","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","XOQA4FES4ADMX09","10.188.200.160","E0:BE:03:1E:0C:41","Windows 11"
"cisco_adapter
paloalto_xdr_adapter","CACPCACA06DMX09","10.188.7.105","E0:BE:03:1E:0C:34","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCASU03DMX09","10.188.7.127","E0:BE:03:1E:0D:A9","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCASU02DMX09","10.188.7.147","E0:BE:03:1E:0E:A9","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCASU01DMX09","10.188.7.148","E0:BE:03:1E:0E:80","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","VNC21E907ADMXCO","10.188.72.194","10:E7:C6:B4:1D:4A","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","DESKTOP-95K5GM4","10.188.85.12","A4:17:91:28:FC:BD","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAST06DMX09","10.188.7.159","D8:BB:C1:EA:DB:12","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","DESKTOP-2LLROHS","10.188.112.14","EC:D6:8A:A3:29:66","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","DESKTOP-F6T5Q47","10.188.112.20
192.168.137.1","A2:E8:68:98:44:13
EC:D6:8A:A3:29:57","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","DESKTOP-LHNIN74","10.188.204.180","F0:57:A6:9E:27:2B","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS26DMX09","10.188.7.115","04:7C:16:9E:BD:84","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS25DMX09","10.188.7.125","04:7C:16:9E:B7:A7","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS24DMX09","10.188.7.146","04:7C:16:9E:B7:9F","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS23DMX09","10.188.7.149","04:7C:16:9E:B7:67","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS21DMX09","10.188.7.155","04:7C:16:9E:BD:AE","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS17DMX09","10.188.7.153","04:7C:16:9E:BA:F9","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS22DMX09","10.188.7.152","04:7C:16:9E:B7:60","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS19DMX09","10.188.7.154","04:7C:16:9E:BD:8C","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS18DMX09","10.188.7.151","04:7C:16:9E:BD:A5","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS27DMX09","10.188.7.103","04:7C:16:9E:BD:AF","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS20DMX09","10.188.7.158","04:7C:16:9E:BA:F7","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCACA02DMX09","10.188.7.157","04:7C:16:9E:BB:70","Windows 11"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS01DMX09","10.188.7.161","04:7C:16:9E:BB:18","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS02DMX09","10.188.7.163","04:7C:16:9E:B2:8A","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS10DMX09","10.188.7.166","04:7C:16:9E:B7:85","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS03DMX09","10.188.7.104","04:7C:16:9E:BA:FE","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS07DMX09","10.188.7.165","04:7C:16:9E:B7:8A","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS16DMX09","10.188.7.101","04:7C:16:9E:B7:71","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS04DMX09","10.188.7.162","04:7C:16:9E:B7:69","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS08DMX09","10.188.7.167","04:7C:16:9E:BB:03","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS12DMX09","10.188.7.174","04:7C:16:9E:BB:44","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS09DMX09","10.188.7.171","04:7C:16:9E:BB:05","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAMC02DMX09","10.188.7.175","04:7C:16:9E:BB:2F","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS11DMX09","10.188.7.173","04:7C:16:9E:B8:AD","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCACA01DMX09","10.188.7.176","04:7C:16:9E:BA:FD","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAST03DMX09","10.188.7.136","04:7C:16:9E:BB:34","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAST01DMX09","10.188.7.113","04:7C:16:9E:BD:92","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAST04DMX09","10.188.7.116","04:7C:16:9E:B7:64","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAST02DMX09","10.188.7.118","04:7C:16:9E:BD:90","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCASU05DMX09","10.188.7.179","04:7C:16:9E:B7:D8","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAST05DMX09","10.188.7.128","04:7C:16:9E:BD:95","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCARE01DMX09","10.188.7.121","6C:4B:90:DE:D2:82","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCACA04DMX09","10.188.7.134","E0:BE:03:1E:16:78","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAMC03DMX09","10.188.7.144","E0:BE:03:1E:0B:AA","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAMC01DMX09","10.188.7.143","D8:BB:C1:EA:DA:51","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","XOQ934ES5ADMXCO","10.188.200.190","04:7C:16:9E:11:5B","Windows 10"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS14DMX09","10.188.7.168","04:7C:16:9E:B7:BE","Windows 11"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS13DMX09","10.188.7.172","04:7C:16:9E:B2:74","Windows 11"
"cisco_adapter
paloalto_xdr_adapter","CACPCASU04DMX09","10.188.7.170","04:7C:16:9E:B7:5D","Windows 11"
"cisco_adapter
paloalto_xdr_adapter","CACPCAAS15DMX09","10.188.7.145","E0:BE:03:1E:0D:98","Windows 10"
